incident_id,entity_name,State,third_party_involved,individuals_affected,breach_date,breach_type,breach_location,date_reported,incident_summary,breach_start,breach_end,year,incident_status,incident_duration_days,critical_incident,severity,event_date
627,"Coastal Behavioral Healthcare, Inc.",FL,Unknown,4907,2011-04-11,Theft,Paper,2014-01-23,Not provided,2011-04-11,,2011,Open,,0,Medium,2014-01-23
628,"CCS Medical, Inc.",TX,Unknown,6601,2014-01-23,Unauthorized Access/Disclosure,"Network Server, Other",2014-01-23,Not provided,2012-05-01,2012-09-21,2012,Closed,143.0,0,Medium,2014-01-23
629,"City of Gloucester, Fire Department",MA,"Advanced  Data Processing, Inc.",1286,2014-01-23,Theft,Desktop Computer,2014-01-23,Not provided,2012-06-15,2012-10-01,2012,Closed,108.0,0,Medium,2014-01-23
630,Columbia University Medical Center and NewYork-Presbyterian Hospital,NY,Unknown,4929,2014-01-23,Theft,Desktop Computer,2014-01-23,Not provided,2012-10-12,2012-10-15,2012,Closed,3.0,0,Medium,2014-01-23
631,Baptist Health System,AR,Health Advantage,811,2014-01-23,Other,Paper,2014-01-23,Not provided,2012-10-13,2012-10-27,2012,Closed,14.0,0,Medium,2014-01-23
632,"DFA, Employee Benefits Division",AR,Health Advantage,7039,2014-01-23,Other,Paper,2014-01-23,Not provided,2012-10-13,2012-10-27,2012,Closed,14.0,0,Medium,2014-01-23
633,Health Advantage,AR,Unknown,2863,2014-01-23,Other,Paper,2014-01-23,Not provided,2012-10-13,2012-10-27,2012,Closed,14.0,0,Medium,2014-01-23
634,University of Michigan Health System,MI,"Omnicell, Inc.",3999,2012-11-14,Theft,Laptop,2014-01-23,Not provided,2012-11-14,,2012,Open,,0,Medium,2014-01-23
635,Westerville Dental Center,OH,Unknown,850,2012-12-02,Theft,"Laptop, Network Server",2014-01-23,Not provided,2012-12-02,,2012,Open,,0,Medium,2014-01-23
636,"OHP PHSP, Inc.",NY,"HealthPlus, Amerigroup",28187,2014-01-23,Unauthorized Access/Disclosure,Other,2014-01-23,Not provided,2012-08-31,2012-09-21,2012,Closed,21.0,0,Medium,2014-01-23
637,"Center for Orthopedic Research and Education, Inc.",AZ,Unknown,35488,2014-04-23,Theft,Paper,2014-04-23,Not provided,2012-10-20,2012-10-21,2012,Closed,1.0,0,Medium,2014-04-23
638,Calif. Dept. of Health Care Services (DHCS),CA,Unknown,2643,2014-01-23,Unauthorized Access/Disclosure,Other,2014-01-23,Not provided,2012-12-10,2012-12-18,2012,Closed,8.0,0,Medium,2014-01-23
639,Richard Switzer MD PC,MI,Unknown,4100,2011-11-29,Other,Laptop,2014-03-24,Not provided,2011-11-29,,2011,Open,,0,Medium,2014-03-24
640,Gibson General Hospital,IN,Unknown,28893,2012-11-27,Theft,Laptop,2014-03-24,Not provided,2012-11-27,,2012,Open,,0,Medium,2014-03-24
641,"Sovereign Medical Group, LLC",NJ,Unknown,27800,2012-10-10,"Theft, Hacking/IT Incident",Network Server,2014-01-23,Not provided,2012-10-10,,2012,Open,,0,Medium,2014-01-23
642,"Cabinet for Health & Family Services, Department of Medicaid Services",KY,HP Enterprise Services,1090,2012-11-15,Hacking/IT Incident,Laptop,2014-01-23,Not provided,2012-11-15,,2012,Open,,0,Medium,2014-01-23
643,"Harbor Medical Associates, P.C.",MA,"Clearpoint Design, Inc.",4343,2014-01-23,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2012-10-18,2012-11-04,2012,Closed,17.0,0,Medium,2014-01-23
644,Sentara Healthcare,VA,"Omnicell, Inc.",56820,2012-11-14,Theft,Laptop,2014-02-14,Not provided,2012-11-14,,2012,Open,,0,Medium,2014-02-14
645,St. Mark's Medical Center,TX,Unknown,2988,2012-05-21,Hacking/IT Incident,Desktop Computer,2014-01-23,Not provided,2012-05-21,,2012,Open,,0,Medium,2014-01-23
646,Group Health Incorporated,NY,Unknown,1771,2012-11-13,Theft,Paper,2014-06-20,"OCR opened an investigation of the covered entity (CE), Group Health Insurance, after it reported that postcard reminders were sent to 1,771 subscribers.  The protected health information (PHI) involved included social security numbers within a series of other numbers inscribed on the outside of the postcard.   The CE provided breach notification to HHS, the media, and affected individuals, and posted substitute notice on its website.  Upon discovery of the breach, the CE suspended its mailing in order to verify subscriber information to ensure pending and completed projects did not contain social security numbers.  As a result of OCR's investigation, the CE modified its mailing procedures to prevent similar disclosures from recurring in the future and retrained staff on its modified mailing procedure.  The CE provided affected individuals with a free one year subscription for credit monitoring.



",2012-11-13,,2012,Open,,0,Medium,2014-06-20
647,"Calvin Schuster,MD",CA,Unknown,532,2012-11-04,Theft,Desktop Computer,2014-01-23,Not provided,2012-11-04,,2012,Open,,0,Medium,2014-01-23
648,"Granite Medical Group, Inc.",MA,"Clearpoint Design, Inc.",4125,2014-02-19,Hacking/IT Incident,Network Server,2014-02-19,Not provided,2010-01-02,2012-11-15,2010,Closed,1048.0,0,Medium,2014-02-19
649,University of Nevada School of Medicine,NV,Unknown,1483,2012-10-11,Improper Disposal,Paper,2014-01-23,Not provided,2012-10-11,,2012,Open,,0,Medium,2014-01-23
650,Dimensions Healthcare System,MD,WorkflowOne,635,2012-11-16,Unauthorized Access/Disclosure,Paper,2014-03-25,Not provided,2012-11-16,,2012,Open,,0,Medium,2014-03-25
651,SilverScript Insurance Company,AZ,Unknown,852,2012-10-31,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2012-10-31,,2012,Open,,0,Medium,2014-01-23
652,South Jersey Hospital Inc.,NJ,Omnicell Inc.,8555,2012-11-14,Theft,Laptop,2014-01-23,Not provided,2012-11-14,,2012,Open,,0,Medium,2014-01-23
653,"Child & Family Psychological Services, Inc.",MA,"Clearpoint Design, Inc.",7250,2014-01-23,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2012-10-18,2012-10-29,2012,Closed,11.0,0,Medium,2014-01-23
654,Pousson Family Dentistry,LA,Unknown,1400,2012-12-03,Theft,Laptop,2014-01-23,Not provided,2012-12-03,,2012,Open,,0,Medium,2014-01-23
655,South Shore Medical Center,MA,"Clearpoint Design, Inc.",4100,2014-01-23,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2007-01-01,2012-11-15,2007,Closed,2145.0,0,Medium,2014-01-23
656,"Lee D. Pollan, DMD, PC",NY,Unknown,19178,2014-05-28,Theft,Laptop,2014-05-28,"OCR opened an investigation of the covered entity (CE) after it reported an unencrypted laptop was stolen that contained the electronic protected health information (ePHI) of 19,178 individuals.  The ePHI included names, addresses, zip codes, dates of birth, social security numbers, claims information, and diagnosis codes.  Upon discovery of the breach, the CE filed a police report to recover the stolen items.  As a result of OCR's investigation, the CE encrypted the backup drive of the contents of the laptop computer.  The CE also trained all staff on the use of encryption to safeguard data on personal computers and mobile devices.",2012-11-06,2012-11-15,2012,Closed,9.0,0,Medium,2014-05-28
657,Washington University School of Medicine,MO,Unknown,1105,2012-11-28,Theft,Laptop,2014-01-23,Not provided,2012-11-28,,2012,Open,,0,Medium,2014-01-23
658,Riderwood Village,MD,Unknown,3230,2012-11-18,Theft,Laptop,2014-01-23,Not provided,2012-11-18,,2012,Open,,0,Medium,2014-01-23
659,WAYNE MEMORIAL HOSPITAL,PA,Unknown,1184,2012-12-03,Loss,Other,2014-03-24,Not provided,2012-12-03,,2012,Open,,0,Medium,2014-03-24
660,Baptist Health System,TX,Unknown,678,2011-08-14,Unauthorized Access/Disclosure,Electronic Medical Record,2014-03-13,Not provided,2011-08-14,,2011,Open,,0,Medium,2014-03-13
661,Baillie Lumber Co. Group Health Plan,NY,BlueCross BlueShield of Western New York,725,2012-11-27,Theft,Paper,2014-06-20,"OCR opened an investigation of the covered entity (CE), Baillie Lumber Co. Group Health Plan, after it reported its business associate (BA), Blue Cross Blue Shield, mailed a monthly premium notice with invoices that contained the protected health information (PHI) of 725 individuals which was never received by the CE.  The PHI included names, member identification numbers, and social security numbers.  The CE provided breach notification to HHS and affected individuals.  Upon discovery of the breach, the BA contacted the U.S. Post Office to inquire about the package that contained the invoices that the CE never received.  As a result of OCR's investigation, the BA revised its invoice process and removed social security numbers and member identification numbers from its invoices.  The BA also improved safeguards by changing its mailing procedures to send invoices to the CE via secure email.  The breach involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR verified that the CE had a proper BA agreement in place that restricted the BA's use and disclosure of PHI and required the BA to safeguard all PHI.",2012-11-27,,2012,Open,,0,Medium,2014-06-20
662,The University of Texas MD Anderson Cancer Center,TX,Unknown,29021,2012-04-30,Theft,Laptop,2014-01-23,Not provided,2012-04-30,,2012,Open,,0,Medium,2014-01-23
663,"Western Wisconsin Medical Association, S.C. - River Falls Medical Clinics",WI,Unknown,2400,2014-03-24,Theft,Paper,2014-03-24,Not provided,2012-05-30,2012-08-31,2012,Closed,93.0,0,Medium,2014-03-24
664,Boy Scouts of America Employee Benefit Plan,TX,RR Donnelley (a sub-BA for UnitedHealth Group),8911,2014-01-23,Theft,Desktop Computer,2014-01-23,Not provided,2012-09-15,2012-11-30,2012,Closed,76.0,0,Medium,2014-01-23
665,Kmart Corporation,IL,Kmart Pharmacy #7623,16988,2013-01-02,Improper Disposal,Paper,2014-02-12,Not provided,2013-01-02,,2013,Open,,0,Medium,2014-02-12
666,Community Services NW,AL,Unknown,2400,2012-12-06,Theft,Desktop Computer,2014-04-23,Not provided,2012-12-06,,2012,Open,,0,Medium,2014-04-23
667,American HomePatient Inc. ,TN,LifeGas,1103,2012-10-11,Theft,Laptop,2014-01-23,Not provided,2012-10-11,,2012,Open,,0,Medium,2014-01-23
668,Yadkinville Chiropractic DCPA,NC,Yadkinville Chiropractic DCPA,1000,2013-02-01,Theft,Desktop Computer,2014-02-12,Not provided,2013-02-01,,2013,Open,,0,Medium,2014-02-12
669,"Intervention Services, Inc.",FL,Unknown,1200,2013-01-19,Theft,Laptop,2014-01-23,Not provided,2013-01-19,,2013,Open,,0,Medium,2014-01-23
670,West Georgia Ambulance,GA,Unknown,500,2012-12-13,Loss,Laptop,2014-01-23,Not provided,2012-12-13,,2012,Open,,0,Medium,2014-01-23
671,"Center for Pain Management, LLC",MD,Unknown,5822,2013-01-22,Theft,Laptop,2014-01-23,Not provided,2013-01-22,,2013,Open,,0,Medium,2014-01-23
672,Multiple Health Plans,CA,"Coast Healthcare Management, LLC",1368,2013-12-07,"Theft, Other",Paper,2014-01-23,Not provided,2013-12-07,,2013,Open,,0,Medium,2014-01-23
673,Froedtert Health,WI,Unknown,43549,2014-03-24,Unauthorized Access/Disclosure,Other,2014-03-24,Not provided,2012-10-27,2012-12-13,2012,Closed,47.0,0,Medium,2014-03-24
674,Jackson Health System,FL,Unknown,566,2014-01-23,Other,Paper,2014-01-23,Not provided,2011-05-26,2012-02-18,2011,Closed,268.0,0,Medium,2014-01-23
675,Riderwood Village,MD,Unknown,5270,2012-11-18,Theft,Laptop,2014-01-23,Not provided,2012-11-18,,2012,Open,,0,Medium,2014-01-23
676,"Kindred Healthcare, Inc. d/b/a Kindred Transitional Care and Rehabilitation - Marl",MA,Unknown,716,2014-01-23,Theft,Other Portable Electronic Device,2014-01-23,Not provided,2012-12-15,2012-12-17,2012,Closed,2.0,0,Medium,2014-01-23
677,"HomeCare of Mid-Missouri, Inc.",MO,Unknown,4027,2012-12-14,Theft,Laptop,2014-01-23,Not provided,2012-12-14,,2012,Open,,0,Medium,2014-01-23
678,Heyman HospiceCare at Floyd,GA,Unknown,1819,2013-01-04,Theft,Laptop,2014-01-23,Not provided,2013-01-04,,2013,Open,,0,Medium,2014-01-23
679,Agency for Health Care Administration,FL,"DentaQuest of Florida, Inc.",1892,2014-01-23,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2012-11-01,2012-12-20,2012,Closed,49.0,0,Medium,2014-01-23
680,ABQ HealthPartners,NM,Unknown,778,2012-12-20,Theft,Laptop,2014-01-23,Not provided,2012-12-20,,2012,Open,,0,Medium,2014-01-23
681,Terrell County Health Department,GA,Unknown,18000,2014-01-23,Unauthorized Access/Disclosure,Network Server,2014-01-23,Not provided,2012-01-09,2012-04-17,2012,Closed,99.0,0,Medium,2014-01-23
682,Florida Healthy Kids Corporation,FL,"DentaQuest of Florida, LLC",3667,2014-01-23,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2012-11-01,2012-12-20,2012,Closed,49.0,0,Medium,2014-01-23
683,Stronghold Counseling Services Inc,SD,Unknown,8500,2012-12-24,Theft,Desktop Computer,2014-01-23,Not provided,2012-12-24,,2012,Open,,0,Medium,2014-01-23
684,Arizona Oncology,AZ,Unknown,501,2012-11-21,Theft,Laptop,2014-01-23,Not provided,2012-11-21,,2012,Open,,0,Medium,2014-01-23
685,Crescent Health Inc. - a Walgreens Company,CA,Unknown,109000,2012-12-28,Theft,Desktop Computer,2014-01-23,Not provided,2012-12-28,,2012,Open,,1,High,2014-01-23
686,"County of San Bernardino, Department of Behavioral Health",CA,Unknown,686,2013-01-12,Theft,Paper,2014-01-23,Not provided,2013-01-12,,2013,Open,,0,Medium,2014-01-23
687,"WOMENS HEALTH ENTERPRISE, INC.",GA,Unknown,3000,2013-01-02,Theft,Laptop,2014-01-23,Not provided,2013-01-02,,2013,Open,,0,Medium,2014-01-23
688,The Brookdale University Hospital and Medical Center,NY,Standard Register,2261,2012-08-11,Theft,Paper,2014-06-20,"OCR opened an investigation of the covered entity (CE), The Brookdale University Hospital and Medical Center, after it reported its business associate (BA), Standard Register, inadvertently mailed statements to 2,261 individuals using another affiliated CE's envelopes.  The protected health information (PHI) included names, addresses and financial information.  OCR provided technical assistance to the CE regarding safeguarding PHI.",2012-08-11,,2012,Open,,0,Medium,2014-06-20
689,The Brookdale University Hospital and Medical Center,NY,Health Plus Amerigroup,28187,2012-09-21,Theft,Other Portable Electronic Device,2014-06-20,"The covered entity's (CE) business associate (BA), Health Plus Amerigroup, mailed an unencrypted compact disk that contained the electronic protected health information (ePHI) of 28,187 individuals to the CE, The Brookdale University Hospital and Medical Center.  OCR closed this breach report and consolidated into an existing breach report filed by OHP PHSP, Inc. regarding the same issues.",2012-09-21,,2012,Open,,0,Medium,2014-06-20
690,"Ultra Stores, Inc.",IL,Plexus Group,500,2012-09-13,Unauthorized Access/Disclosure,Other,2014-03-24,Not provided,2012-09-13,,2012,Open,,0,Medium,2014-03-24
691,South Miami Hospital,FL,Unknown,834,2011-06-01,Unauthorized Access/Disclosure,Electronic Medical Record,2014-01-23,Not provided,2011-06-01,,2011,Open,,0,Medium,2014-01-23
692,Lancaster General Medical Group,PA,Unknown,527,2013-02-05,Theft,Paper,2014-01-23,Not provided,2013-02-05,,2013,Open,,0,Medium,2014-01-23
693,Maine Medical Center,ME,Unknown,1920,2013-02-27,Other,E-mail,2014-02-12,Not provided,2013-02-27,,2013,Open,,0,Medium,2014-02-12
694,"State of California, Dept. of Developmental Services",CA,North Los Angeles County Regional Center ,18162,2012-11-10,Theft,Laptop,2014-01-23,Not provided,2012-11-10,,2012,Open,,0,Medium,2014-01-23
695,Utah Department of Health ,UT,Goold Health System (Goold),6332,2014-01-23,Loss,Other Portable Electronic Device,2014-01-23,Not provided,2013-01-10,2013-01-11,2013,Closed,1.0,0,Medium,2014-01-23
696,Sports Rehabilitation Consultants,OH,Unknown,1200,2013-02-01,Theft,Desktop Computer,2014-02-12,Not provided,2013-02-01,,2013,Open,,0,Medium,2014-02-12
697,University of Connecticut Health Center,CT,Unknown,1382,2014-01-23,Unauthorized Access/Disclosure,Network Server,2014-01-23,Not provided,2010-06-07,2012-12-07,2010,Closed,914.0,0,Medium,2014-01-23
698,"United HomeCare Services, Inc.",FL,Unknown,12299,2013-01-08,Theft,Laptop,2014-01-23,Not provided,2013-01-08,,2013,Open,,0,Medium,2014-01-23
699,United Home Care Services of Southwest Florida< LLC,FL,"United HomeCare Services, Inc.",1318,2013-01-08,Theft,Laptop,2014-01-23,Not provided,2013-01-08,,2013,Open,,0,Medium,2014-01-23
700,"catoctin Dental/Richard B. Love, DDS, PA",MD,Patterson Dental Supply/Patterson Companies,6400,2013-01-03,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2013-01-03,,2013,Open,,0,Medium,2014-01-23
701,Empire Blue Cross Blue Shield,IN,Connextions c/o Empire BCBS,2608,2014-01-23,"Theft, Unauthorized Access/Disclosure",Network Server,2014-01-23,Not provided,2011-11-01,2012-10-01,2011,Closed,335.0,0,Medium,2014-01-23
702,Anthem Blue Cross Blue Shield (OH),IN,Connextions c/o Anthem BCBS,1678,2014-01-23,"Theft, Unauthorized Access/Disclosure",Network Server,2014-01-23,Not provided,2011-11-01,2012-10-01,2011,Closed,335.0,0,Medium,2014-01-23
703,Anthem Blue Cross Blue Shield (IN),IN,Connextions c/o Anthem BCBS,528,2014-01-23,"Theft, Unauthorized Access/Disclosure",Network Server,2014-01-23,Not provided,2011-11-01,2012-10-01,2011,Closed,335.0,0,Medium,2014-01-23
704,Mount Sinai Medical Center,FL,Unknown,628,2014-01-23,Theft,"Desktop Computer, Paper",2014-01-23,Not provided,2012-10-01,2013-02-18,2012,Closed,140.0,0,Medium,2014-01-23
705,"Thomas L. Davis, Jr. DDS",OR,Unknown,3269,2013-02-12,Theft,"Desktop Computer, Electronic Medical Record",2014-01-23,Not provided,2013-02-12,,2013,Open,,0,Medium,2014-01-23
706,"HealthCare for Women, Inc.",MA,Unknown,8727,2014-01-23,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2013-01-18,2013-01-23,2013,Closed,5.0,0,Medium,2014-01-23
707,University of Mississippi Medical Center,MS,Unknown,500,2014-01-23,Loss,Laptop,2014-01-23,Not provided,2012-11-01,2013-01-19,2012,Closed,79.0,0,Medium,2014-01-23
708,Granger Medical Clinic,UT,Unknown,2600,2013-01-17,"Theft, Loss, Other",Paper,2014-02-12,Not provided,2013-01-17,,2013,Open,,0,Medium,2014-02-12
709,Texas Tech Unversity Health Sciences Center,TX,Unknown,697,2013-02-18,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2013-02-18,,2013,Open,,0,Medium,2014-01-23
710,Rite Aid #10217,RI,Unknown,2082,2013-02-01,"Unknown, Other",Paper,2014-02-12,Not provided,2013-02-01,,2013,Open,,0,Medium,2014-02-12
711,WA Department of Social and Health Services,WA,"Sunil Kakar, Psy.D.",629,2013-02-04,Theft,Laptop,2014-01-23,Not provided,2013-02-04,,2013,Open,,0,Medium,2014-01-23
712,Carpenters Health & Welfare Trust Fund for California,CA,"QuickRunner, Inc. (dba, RoadRunner Mailing Services)",2400,2014-01-23,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2013-03-11,2013-03-12,2013,Closed,1.0,0,Medium,2014-01-23
713,"Shands Jacksonville Medical Center, Inc.",FL,Unknown,1025,2014-01-23,"Theft, Unauthorized Access/Disclosure",Electronic Medical Record,2014-01-23,Not provided,2012-05-02,2012-06-22,2012,Closed,51.0,0,Medium,2014-01-23
714,University of Florida,FL,Unknown,14519,2014-01-23,"Theft, Unauthorized Access/Disclosure, Other",Network Server,2014-01-23,Not provided,2009-03-01,2012-10-25,2009,Closed,1334.0,0,Medium,2014-01-23
715,Kmart Corporation,IL,Unknown,12542,2013-03-17,Theft,Electronic Medical Record,2014-02-12,Not provided,2013-03-17,,2013,Open,,0,Medium,2014-02-12
716,GLENS FALLS HOSPITAL,NY,PORTAL HEALTHCARE SOLUTIONS LLC,2360,2014-06-03,Theft,Network Server,2014-06-03,"The covered entity's (CE) business associate (BA) operated a server containing the electronic protected health information (ePHI) of 2,360 individuals that was vulnerable to access by unauthorized persons for over four months.  The ePHI included transcribed doctors' notes, which may have included medical diagnoses, clinical laboratory results, diagnostic imaging reports, emergency department records, and medication administration.  Upon discovery of the breach, the CE engaged a computer forensic expert to investigate the incident and terminated the BA agreement.  As a result of OCR's investigation, the CE ensured that its BA secured the server, verified that the server was no longer accessible from the Internet, and required the BA to return or destroy all of the CE's ePHI.",2012-11-02,2013-03-14,2012,Closed,132.0,0,Medium,2014-06-03
717,Hospice and Palliative Care Center of Alamance Caswell,NC,Unknown,5370,2013-02-24,"Theft, Unauthorized Access/Disclosure","Laptop, Paper",2014-01-23,Not provided,2013-02-24,,2013,Open,,0,Medium,2014-01-23
718,"Texas Health Care, P.L.L.C.",TX,Unknown,554,2013-03-10,Theft,Paper,2014-01-23,Not provided,2013-03-10,,2013,Open,,0,Medium,2014-01-23
719,Network Health Insurance Corporation,WI,TMG Health ,3794,2012-02-27,Unauthorized Access/Disclosure,Paper,2014-03-24,Not provided,2012-02-27,,2012,Open,,0,Medium,2014-03-24
720,Wm. Jennings Bryan Dorn VAMC,SC,Unknown,7405,2013-02-11,Loss,Laptop,2014-01-23,Not provided,2013-02-11,,2013,Open,,0,Medium,2014-01-23
721,John J. Pershing VA Medical Center,MO,Unknown,589,2013-02-20,Theft,Paper,2014-06-20,"OCR opened an investigation of the covered entity (CE), John J. Pershing VA Medical Center, after the CE reported that its business associate (BA), Stress Laboratory, placed a box of unsecured protected health information (PHI) in an equipment storage room.  The PHI included the names, social security numbers, diagnoses, and age of approximately 589 individuals.  This breach incident involved a BA, and occurred prior to the September 23, 2013 compliance date.  The BA employee involved in this matter separated from employment in 2012, and the BA was reorganized and has been incorporated into the CE.  The CE provided breach notification to affected individuals, HHS, and the media.  Substitute notification was provided through a posting on the CE's main website with a toll-free information number.  The CE also offered one year of identity protection and credit monitoring services to affected individuals.  As a result of this incident, the CE adopted a new policy that provides guidance to its staff regarding the handling of PHI.  Additionally, the CE trained its employees on this new policy, and re-trained its employees on the Privacy, Security, and Breach Notification Rules.  Finally, OCR obtained assurances that the CE implemented the corrective action listed above.



",2013-02-20,,2013,Open,,0,Medium,2014-06-20
722,Oregon Health & Science University,OR,Unknown,1076,2013-02-22,Theft,Laptop,2014-01-23,Not provided,2013-02-22,,2013,Open,,0,Medium,2014-01-23
723,Schneck Medical Center,IN,Unknown,3131,2013-03-14,Unauthorized Access/Disclosure,Other,2014-02-12,Not provided,2013-03-14,,2013,Open,,0,Medium,2014-02-12
724,The Guidance Center of Westchester,NY,Unknown,1416,2013-02-21,Theft,Desktop Computer,2014-01-23,Not provided,2013-02-21,,2013,Open,,0,Medium,2014-01-23
725,Hope Hospice,TX,Unknown,818,2014-01-23,Other,E-mail,2014-01-23,Not provided,2012-12-27,2013-02-22,2012,Closed,57.0,0,Medium,2014-01-23
726,"IHC Health Services, Inc. dba Intermountain Life Flight",UT,Unknown,857,2013-03-28,Unauthorized Access/Disclosure,Other,2014-02-12,Not provided,2013-03-28,,2013,Open,,0,Medium,2014-02-12
727,Valley Mental Health,UT,Unknown,700,2013-02-27,Theft,Desktop Computer,2014-01-23,Not provided,2013-02-27,,2013,Open,,0,Medium,2014-01-23
728,Delta Dental of Pennsylvania,PA,ZDI,14829,2013-03-20,Loss,Paper,2014-01-23,Not provided,2013-03-20,,2013,Open,,0,Medium,2014-01-23
729,Raleigh Orthopaedic Clinic,NC,Unknown,17300,2013-01-15,"Theft, Improper Disposal, Unauthorized Access/Disclosure",Paper,2014-01-23,Not provided,2013-01-15,,2013,Open,,0,Medium,2014-01-23
730,Laboratory Corporation of America,NC,Unknown,1580,2013-03-15,Theft,Desktop Computer,2014-02-12,Not provided,2013-03-15,,2013,Open,,0,Medium,2014-02-12
731,"Arizona Counseling & Treatment Services, LLC",AZ,Unknown,3800,2014-01-23,Theft,Other Portable Electronic Device,2014-01-23,Not provided,2013-03-18,2013-03-25,2013,Closed,7.0,0,Medium,2014-01-23
732,Wood County Hospital,OH,Unknown,2500,2013-03-19,Theft,Other,2014-01-23,Not provided,2013-03-19,,2013,Open,,0,Medium,2014-01-23
733,University of Rochester Medical Center & Affiliates,NY,Unknown,537,2013-02-15,Loss,Other Portable Electronic Device,2014-01-23,Not provided,2013-02-15,,2013,Open,,0,Medium,2014-01-23
734,Orthopedics & Adult Reconstructive Surgery,TX,AssuranceMD f/k/a Harbor Group,22000,2014-01-23,Loss,Other Portable Electronic Device,2014-01-23,Not provided,2013-03-01,2013-03-13,2013,Closed,12.0,0,Medium,2014-01-23
735,El Centro Regional Medical Center,CA,Digital Archive Management,189489,2012-11-07,Improper Disposal,Paper,2014-01-23,Not provided,2012-11-07,,2012,Open,,1,High,2014-01-23
736,Seattle - King County Department of Public Health,WA,Unknown,750,2013-03-07,Improper Disposal,Paper,2014-01-23,Not provided,2013-03-07,,2013,Open,,0,Medium,2014-01-23
737,Regional Medical Center,TN,Unknown,1180,2013-02-04,Unauthorized Access/Disclosure,E-mail,2014-01-23,Not provided,2013-02-04,,2013,Open,,0,Medium,2014-01-23
738,Presbyterian Anesthesia Associates PA,NC,"E-dreamz, Inc.",9988,2013-04-01,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2013-04-01,,2013,Open,,0,Medium,2014-01-23
739,"Integrity Oncology, an office of Baptist Medical Group",TN,"North Atlantic Telecom, Inc.",539,2013-03-05,Other,Desktop Computer,2014-01-23,Not provided,2013-03-05,,2013,Open,,0,Medium,2014-01-23
740,"Piedmont HealthCare, P.A.",NC,"E-dreamz, Inc.",1924,2013-03-28,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2013-03-28,,2013,Open,,0,Medium,2014-01-23
741,Indiana University Health Arnett,IN,Unknown,10350,2013-04-09,Theft,Laptop,2014-01-23,Not provided,2013-04-09,,2013,Open,,0,Medium,2014-01-23
742,"Dent Neurologic Group, LLP",NY,Unknown,10000,2013-05-13,Other,E-mail,2014-01-23,Not provided,2013-05-13,,2013,Open,,0,Medium,2014-01-23
743,City of Norwood,OH,Unknown,9577,2014-01-23,Loss,Laptop,2014-01-23,Not provided,2013-04-14,2013-04-19,2013,Closed,5.0,0,Medium,2014-01-23
744,Lutheran Social Services of South Central Pennsylvania,PA,Unknown,7803,2014-01-23,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2012-06-01,2013-03-07,2012,Closed,279.0,0,Medium,2014-01-23
745,Comfort Dental Marion and Kokomo,IN,Just the Connection Inc,5388,2014-01-23,Improper Disposal,Other,2014-01-23,Not provided,2013-03-14,2013-03-18,2013,Closed,4.0,0,Medium,2014-01-23
746,Erskine Family Dentistry,IN,Unknown,2723,2013-03-19,Hacking/IT Incident,Desktop Computer,2014-02-12,Not provided,2013-03-19,,2013,Open,,0,Medium,2014-02-12
747,Health Resources of Arkansas,AR,Unknown,1900,2013-04-14,"Theft, Unauthorized Access/Disclosure",Other,2014-01-23,Not provided,2013-04-14,,2013,Open,,0,Medium,2014-01-23
748,Various Health Plans,AL,SynerMed / Inland Valleys IPA,3164,2014-01-23,Theft,Laptop,2014-01-23,Not provided,2013-04-14,2013-04-15,2013,Closed,1.0,0,Medium,2014-01-23
749,Independence Care System,NY,Unknown,2434,2013-05-07,Theft,Laptop,2014-01-23,Not provided,2013-05-07,,2013,Open,,0,Medium,2014-01-23
750,Sonoma Valley Hospital,CA,Unknown,1386,2013-02-14,Other,Other,2014-01-23,Not provided,2013-02-14,,2013,Open,,0,Medium,2014-01-23
751,University of Florida,FL,Unknown,5875,2014-01-23,"Theft, Unauthorized Access/Disclosure",Electronic Medical Record,2014-01-23,Not provided,2012-02-01,2013-04-11,2012,Closed,435.0,0,Medium,2014-01-23
752,"Community Support Services, Inc.",OH,Unknown,1167,2014-02-12,Theft,E-mail,2014-02-12,Not provided,2013-03-20,2013-03-26,2013,Closed,6.0,0,Medium,2014-02-12
753,UMASSAmherst,MA,Unknown,1670,2012-10-22,Hacking/IT Incident,Desktop Computer,2014-01-23,Not provided,2012-10-22,,2012,Open,,0,Medium,2014-01-23
754,Palm Beach County Health Department,FL,Unknown,877,2013-01-07,Unauthorized Access/Disclosure,Desktop Computer,2014-01-23,Not provided,2013-01-07,,2013,Open,,0,Medium,2014-01-23
